 ######################################################################
 #Data for Case=           3
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      2242  1.28400002E+01  1.30459351E+01  7.98839294E+00  3.81034099E-01  2.17050659E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  6.29378167E-01  6.58720995E-01
  6.30390387E-01  6.58939030E-01
  6.31402505E-01  6.59156858E-01
  6.32414523E-01  6.59374716E-01
  6.33426439E-01  6.59592364E-01
  6.34438254E-01  6.59810049E-01
  6.35449968E-01  6.60027523E-01
  6.36461581E-01  6.60245042E-01
  6.37473093E-01  6.60462345E-01
  6.38484503E-01  6.60679703E-01
  6.39495812E-01  6.60896843E-01
  6.40507020E-01  6.61114046E-01
  6.41518128E-01  6.61331028E-01
  6.42529133E-01  6.61548081E-01
  6.43540038E-01  6.61764910E-01
  6.44550842E-01  6.61981820E-01
  6.45561545E-01  6.62198503E-01
  6.46572146E-01  6.62415276E-01
  6.47582647E-01  6.62631819E-01
  6.48593047E-01  6.62848461E-01
  6.49603345E-01  6.63064870E-01
  6.50613543E-01  6.63281388E-01
  6.51623639E-01  6.63497669E-01
  6.52633635E-01  6.63714070E-01
  6.53643529E-01  6.63930230E-01
  6.54653322E-01  6.64146521E-01
  6.55663015E-01  6.64362567E-01
  6.56672606E-01  6.64578754E-01
  6.57682097E-01  6.64794693E-01
  6.58691487E-01  6.65010783E-01
  6.59700775E-01  6.65226623E-01
  6.60709963E-01  6.65442624E-01
  6.61719050E-01  6.65658371E-01
  6.62728036E-01  6.65874291E-01
  6.63736921E-01  6.66089952E-01
  6.64745705E-01  6.66305799E-01
  6.65754389E-01  6.66521383E-01
  6.66762971E-01  6.66737164E-01
  6.67771453E-01  6.66952678E-01
  6.68779833E-01  6.67168402E-01
  6.69788113E-01  6.67383854E-01
  6.70796293E-01  6.67599528E-01
  6.71804371E-01  6.67814927E-01
  6.72812348E-01  6.68030561E-01
  6.73820225E-01  6.68245914E-01
  6.74828001E-01  6.68461516E-01
  6.75835676E-01  6.68676833E-01
  6.76843250E-01  6.68892412E-01
  6.77850724E-01  6.69107701E-01
  6.78858097E-01  6.69323265E-01
  6.79865369E-01  6.69538535E-01
  6.80872540E-01  6.69754095E-01
  6.81879611E-01  6.69969356E-01
  6.82886581E-01  6.70184920E-01
  6.83893451E-01  6.70400180E-01
  6.84900219E-01  6.70615759E-01
  6.85906887E-01  6.70831028E-01
